VocabularyGame.g.en-US.resources:mainwindow.baml,lblPoints:System.Windows.Controls.ContentControl.Content,Label,True,True,,Поени:
VocabularyGame.g.en-US.resources:mainwindow.baml,lblCountdown:System.Windows.Controls.ContentControl.Content,Label,True,True,,Време:
VocabularyGame.g.en-US.resources:mainwindow.baml,mainWindowTitle:System.Windows.Window.Title,Title,True,True,,Игра со зборови
VocabularyGame.g.en-US.resources:mainwindow.baml,miAnswerTypes:System.Windows.Controls.HeaderedItemsControl.Header,Menu,True,True,,_Тип на одговор
VocabularyGame.g.en-US.resources:mainwindow.baml,miAutoPronounce:System.Windows.Controls.HeaderedItemsControl.Header,Menu,True,True,,_Автоматски изговор
VocabularyGame.g.en-US.resources:mainwindow.baml,miCountdown:System.Windows.Controls.HeaderedItemsControl.Header,Menu,True,True,,_Одбројување
VocabularyGame.g.en-US.resources:mainwindow.baml,miCountdown:System.Windows.FrameworkElement.ToolTip,ToolTip,True,True,,Одбројувањето ќе биде достапно од следното прашање
VocabularyGame.g.en-US.resources:mainwindow.baml,miExit:System.Windows.Controls.HeaderedItemsControl.Header,Menu,True,True,,И_злез
VocabularyGame.g.en-US.resources:mainwindow.baml,miFile:System.Windows.Controls.HeaderedItemsControl.Header,Menu,True,True,,_Документ
VocabularyGame.g.en-US.resources:mainwindow.baml,miLanguage:System.Windows.Controls.HeaderedItemsControl.Header,Menu,True,True,,_Јазици
VocabularyGame.g.en-US.resources:mainwindow.baml,miLexicon:System.Windows.Controls.HeaderedItemsControl.Header,Menu,True,True,,_Лексикон
VocabularyGame.g.en-US.resources:mainwindow.baml,miLoadXlsm:System.Windows.Controls.HeaderedItemsControl.Header,Menu,True,True,,_Вчитај речник (*.xlsm)
VocabularyGame.g.en-US.resources:mainwindow.baml,miMacedonian:System.Windows.Controls.HeaderedItemsControl.Header,Menu,True,True,,_Македонски
VocabularyGame.g.en-US.resources:mainwindow.baml,miOpenXlsm:System.Windows.Controls.HeaderedItemsControl.Header,Menu,True,True,,_Отвори речник со Excel
VocabularyGame.g.en-US.resources:mainwindow.baml,miRecords:System.Windows.Controls.HeaderedItemsControl.Header,Menu,True,True,,_Рекорди
VocabularyGame.g.en-US.resources:mainwindow.baml,miRepeatingLimit:System.Windows.Controls.HeaderedItemsControl.Header,Menu,True,True,,_Не покажувај одговори погодени повеќе од
VocabularyGame.g.en-US.resources:mainwindow.baml,mirbEnglish:System.Windows.Controls.ContentControl.Content,RadioButton,True,True,,_Англиски
VocabularyGame.g.en-US.resources:mainwindow.baml,mirbMacedonian:System.Windows.Controls.ContentControl.Content,RadioButton,True,True,,_Македонски
VocabularyGame.g.en-US.resources:mainwindow.baml,mirbRepeatLimit1:System.Windows.Controls.ContentControl.Content,RadioButton,True,True,,_1 пат
VocabularyGame.g.en-US.resources:mainwindow.baml,mirbRepeatLimit3:System.Windows.Controls.ContentControl.Content,RadioButton,True,True,,_3 пати
VocabularyGame.g.en-US.resources:mainwindow.baml,mirbRepeatLimit5:System.Windows.Controls.ContentControl.Content,RadioButton,True,True,,_5 пати
VocabularyGame.g.en-US.resources:mainwindow.baml,mirbRepeatNoLimit:System.Windows.Controls.ContentControl.Content,RadioButton,True,True,,_без ограничување
VocabularyGame.g.en-US.resources:mainwindow.baml,miResetSettings:System.Windows.Controls.HeaderedItemsControl.Header,Menu,True,True,,_Ресетирај ги сите подесувања
VocabularyGame.g.en-US.resources:mainwindow.baml,miSettings:System.Windows.Controls.HeaderedItemsControl.Header,Menu,True,True,,_Подесувања
VocabularyGame.g.en-US.resources:mainwindow.baml,miSynonyms:System.Windows.Controls.HeaderedItemsControl.Header,Menu,True,True,,_Синоними
VocabularyGame.g.en-US.resources:recordswindow.baml,btnInsert:System.Windows.Controls.ContentControl.Content,Button,True,True,,Внеси
VocabularyGame.g.en-US.resources:recordswindow.baml,dgtcName:System.Windows.Controls.DataGridColumn.Header,None,True,True,,Име
VocabularyGame.g.en-US.resources:recordswindow.baml,dgtcScore:System.Windows.Controls.DataGridColumn.Header,None,True,True,,Поени
VocabularyGame.g.en-US.resources:recordswindow.baml,dgtcTime:System.Windows.Controls.DataGridColumn.Header,None,True,True,,Дата
VocabularyGame.g.en-US.resources:recordswindow.baml,recordsWindowTitle:System.Windows.Window.Title,Title,True,True,,Рекорди
VocabularyGame.g.en-US.resources:stringresources.baml,dictGeneration:System.String.$Content,None,True,True,,Генерира речник од &apos;{0}&apos; ...
VocabularyGame.g.en-US.resources:stringresources.baml,lblCorrect:System.String.$Content,None,True,True,,Точно
VocabularyGame.g.en-US.resources:stringresources.baml,lblCorrectBeforeRecord:System.String.$Content,None,True,True,,Точно (оште {0} поени до нов рекорд)
VocabularyGame.g.en-US.resources:stringresources.baml,lblTimeUp:System.String.$Content,None,True,True,,Времето истече
VocabularyGame.g.en-US.resources:stringresources.baml,lblWrong:System.String.$Content,None,True,True,,Погрешно
VocabularyGame.g.en-US.resources:stringresources.baml,loadingRepetitions:System.String.$Content,None,True,True,,Вчитување на повторувањата од &apos;{0}&apos; ...
VocabularyGame.g.en-US.resources:stringresources.baml,msgErrorOdict:System.String.$Content,None,True,True,,Речникот &apos;{0}&apos; мора да содржи барем 5 реда за да започне играта
VocabularyGame.g.en-US.resources:stringresources.baml,msgMaster:System.String.$Content,None,True,True,,Браво мајсторе - сите прашања се точни !\\nАко сакаш оваа порака да не се појавува\\nтогаш избери повисоко ограничување во подесувањето за погодени одговори\\nили избери повеќе типови на одговор\\n или само избриши го &apos;{0}&apos; од главната папка и рестартирај ја играта
VocabularyGame.g.en-US.resources:stringresources.baml,msgNeedRestart:System.String.$Content,None,True,True,,Рестартирај ја програмата за да се оствари промената
